Date,Adj Close
2018-04-09,2613.159912
2018-04-10,2656.870117
2018-04-11,2642.189941
2018-04-12,2663.98999
2018-04-13,2656.300049
2018-04-16,2677.840088
2018-04-17,2706.389893
2018-04-18,2708.639893
2018-04-19,2693.129883
2018-04-20,2670.139893
2018-04-23,2670.290039
2018-04-24,2634.560059
2018-04-25,2639.399902
2018-04-26,2666.939941
2018-04-27,2669.909912
2018-04-30,2648.050049
2018-05-01,2654.800049
2018-05-02,2635.669922
2018-05-03,2629.72998
2018-05-04,2663.419922
2018-05-07,2672.629883
2018-05-08,2671.919922
2018-05-09,2697.790039
2018-05-10,2723.070068
2018-05-11,2727.719971
2018-05-14,2730.129883
2018-05-15,2711.449951
2018-05-16,2722.459961
2018-05-17,2720.129883
2018-05-18,2712.969971
2018-05-21,2733.01001
2018-05-22,2724.439941
2018-05-23,2733.290039
2018-05-24,2727.76001
